"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"229297",70703,"General Arts","Ketu (Denu)",6.11122751235962,1.03270864486694,269,294.95,80
"229298",70703,"Agriculture","Ketu (Denu)",6.11122751235962,1.03270864486694,214,250.65,40
"229616",70109,"General Arts","Ho Municipal",6.71760702133179,0.526142239570618,222,238.375,8
"229627",70109,"Home Economics","Ho Municipal",6.71760702133179,0.526142239570618,208,251.6,5
"229631",70109,"Business","Ho Municipal",6.71760702133179,0.526142239570618,209,249.625,8
"229656",81102,"General Arts","Zabzugu Tatale (Zabzugu)",9.13971710205078,0.371232807636261,209,235.133333333333,15
"229662",81102,"Agriculture","Zabzugu Tatale (Zabzugu)",9.13971710205078,0.371232807636261,208,227.833333333333,6
"229678",71006,"General Arts","Hohoe",7.03059482574463,0.466238558292389,281,303.797619047619,84
"229680",71006,"Home Economics","Hohoe",7.03059482574463,0.466238558292389,218,249.933333333333,45
"229688",71006,"Business","Hohoe",7.03059482574463,0.466238558292389,257,285.666666666667,84
"229690",71006,"General Science","Hohoe",7.03059482574463,0.466238558292389,272,296.52380952381,42
"229694",71006,"Visual Arts","Hohoe",7.03059482574463,0.466238558292389,228,266.555555555556,45
"229987",70106,"Business","Ho Municipal",6.71760702133179,0.526142239570618,288,313.777777777778,45
"229989",70106,"General Arts","Ho Municipal",6.71760702133179,0.526142239570618,279,308.072222222222,180
"230008",70106,"Home Economics","Ho Municipal",6.71760702133179,0.526142239570618,273,298.022222222222,45
"230045",70106,"Visual Arts","Ho Municipal",6.71760702133179,0.526142239570618,212,260.405405405405,37
"230066",70106,"Agriculture","Ho Municipal",6.71760702133179,0.526142239570618,213,281,19
"230385",10101,"Agriculture","Accra Metropolitan",5.6073956489563,-0.197115257382393,288,310.142857142857,49
"230399",10101,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,316,330.09,100
"230416",10101,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,299,329.1,50
"230428",10101,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,305,324.86,100
"230474",10101,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,284,300.571428571429,49
"230537",10101,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,296,311.54,50
"230947",30201,"General Science","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,271,302.74,50
"230949",30201,"Home Economics","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,247,271.34,50
"230955",30201,"General Arts","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,266,293.85,100
"230970",30201,"Visual Arts","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,230,257,50
"230975",30201,"Business","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,269,294.98,50
"231320",51801,"General Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,292,308.809045226131,199
"231351",51801,"Business","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,287,308.79,200
"231533",51801,"Home Economics","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,299,315.666666666667,30
"231889",51801,"Visual Arts","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,296,312.133333333333,30
"232145",30110,"Visual Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,224,245.825,40
"232150",30110,"Technical","Cape Coast Municipal",5.15365600585938,-1.3065938949585,218,255.375,40
"232153",30110,"Business","Cape Coast Municipal",5.15365600585938,-1.3065938949585,202,258.375,80
"232177",30110,"General Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,240,263.744444444444,90
"232423",30202,"General Arts","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,210,238.336363636364,110
"232429",30202,"Agriculture","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,213,241.862068965517,29
"232458",30202,"Business","Edina/Komenda/Eguafo",5.14079332351685,-1.43741977214813,215,244.555555555556,36
"232633",51604,"Visual Arts","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,265,280.533333333333,60
"232640",51604,"Technical","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,264,281.233333333333,60
"232641",51604,"Agriculture","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,263,283,60
"232674",51604,"Home Economics","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,260,278.533333333333,60
"232883",51601,"General Arts","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,287,307.305,200
"232889",51601,"Business","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,285,307.89,100
"232912",51601,"Home Economics","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,287,309.66,50
"232913",51601,"General Science","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,278,297.46,50
"233182",51601,"Visual Arts","Ejisu/Juaben (Ejisu)",6.70792675018311,-1.38873517513275,293,309.26,50
"233440",50901,"General Arts","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,217,254.441666666667,120
"233450",50901,"Agriculture","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,211,250.148936170213,47
"233504",50901,"Home Economics","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,212,254.909090909091,44
"233512",50901,"General Science","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,231,265.315789473684,19
"233525",50901,"Visual Arts","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,219,249.807692307692,26
"233730",30302,"Technical","Mfantsiman (Saltpond)",5.20152807235718,-1.00645339488983,245,276.6,25
"233739",30302,"Business","Mfantsiman (Saltpond)",5.20152807235718,-1.00645339488983,210,251.627906976744,43
"233743",30302,"General Arts","Mfantsiman (Saltpond)",5.20152807235718,-1.00645339488983,251,281.6375,80
"233756",30302,"Home Economics","Mfantsiman (Saltpond)",5.20152807235718,-1.00645339488983,242,262.32,25
"233802",30302,"General Science","Mfantsiman (Saltpond)",5.20152807235718,-1.00645339488983,232,258.533333333333,15
"234043",30703,"Technical","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,201,233.821428571429,28
"234044",30703,"Agriculture","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,206,236.3,40
"234088",30703,"Business","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,209,240.125,48
"234138",30703,"Home Economics","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,208,242.475,40
"234149",30703,"General Arts","Ajumako/Enyan/Essiam (Ajumako)",5.40172481536865,-1.00538456439972,204,236.270588235294,85
"234356",100203,"Agriculture","Lawra",10.5463981628418,-2.80094122886658,225,242.54,50
"234365",100203,"Home Economics","Lawra",10.5463981628418,-2.80094122886658,201,227.222222222222,36
"234416",100203,"Technical","Lawra",10.5463981628418,-2.80094122886658,200,223.1875,16
"234526",50402,"General Arts","Amansie West (Manso-Nkwanta)",6.43694496154785,-1.8933699131012,228,252.944444444444,18
"234553",50402,"Business","Amansie West (Manso-Nkwanta)",6.43694496154785,-1.8933699131012,214,247.533333333333,15
"234558",50402,"Home Economics","Amansie West (Manso-Nkwanta)",6.43694496154785,-1.8933699131012,217,238.857142857143,7
"234570",50402,"Technical","Amansie West (Manso-Nkwanta)",6.43694496154785,-1.8933699131012,227,252.307692307692,13
"234588",40303,"Home Economics","Nzema East (Axim)",5.14122581481934,-2.31180214881897,212,235.65,20
"234593",40303,"Technical","Nzema East (Axim)",5.14122581481934,-2.31180214881897,205,241.125,24
"234596",40303,"General Arts","Nzema East (Axim)",5.14122581481934,-2.31180214881897,209,243.358974358974,39
"234736",40303,"Agriculture","Nzema East (Axim)",5.14122581481934,-2.31180214881897,203,234,20
"234772",40903,"Home Economics","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,273,290.909090909091,55
"234796",40903,"General Arts","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,283,299.309090909091,110
"234814",40903,"Agriculture","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,271,290.65,40
"234821",40903,"Business","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,274,293.42,150
"234855",40903,"General Science","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,279,303.022222222222,45
"235177",40105,"Business","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,342,359.807339449541,109
"235184",40105,"Visual Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,293,319.854545454545,55
"235189",40105,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,334,352.259259259259,54
"235195",40105,"General Science","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,346,363.537037037037,54
"235197",40105,"General Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,345,360.490909090909,110
"235588",90302,"Home Economics","Builsa (Sandema)",10.5570726394653,-1.33749449253082,223,237.857142857143,7
"235592",90302,"General Arts","Builsa (Sandema)",10.5570726394653,-1.33749449253082,210,233.421052631579,19
"235593",90302,"Agriculture","Builsa (Sandema)",10.5570726394653,-1.33749449253082,200,232.103448275862,29
"235652",30106,"Business","Cape Coast Municipal",5.15365600585938,-1.3065938949585,368,384.731092436975,119
"235653",30106,"Visual Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,359,372.538461538462,39
"235654",30106,"General Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,374,387.296610169492,118
"235663",30106,"General Science","Cape Coast Municipal",5.15365600585938,-1.3065938949585,373,387.20253164557,79
"235762",30106,"Home Economics","Cape Coast Municipal",5.15365600585938,-1.3065938949585,350,367.820512820513,39
"236063",20104,"Home Economics","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,321,341.488888888889,90
"236070",20104,"Agriculture","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,336,352.733333333333,45
"236079",20104,"General Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,369,383.067164179104,134
"236082",20104,"Business","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,359,375.088888888889,90
"236101",20104,"General Science","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,358,374.833333333333,90
"236114",20104,"Visual Arts","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,344,363.911111111111,45
"236568",80102,"General Arts","Tamale",9.38335132598877,-0.784348249435425,310,327,149
"236569",80102,"General Science","Tamale",9.38335132598877,-0.784348249435425,306,326.52,100
"236570",80102,"Agriculture","Tamale",9.38335132598877,-0.784348249435425,276,297.8,100
"236571",80102,"Business","Tamale",9.38335132598877,-0.784348249435425,286,307.633333333333,150
"236572",80102,"Home Economics","Tamale",9.38335132598877,-0.784348249435425,262,288.64,100
"237167",40104,"Technical","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,343,368.377777777778,135
"237170",40104,"General Science","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,350,373.3,180
"237173",40104,"General Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,334,357.488888888889,90
"237580",10401,"Agriculture","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,287,311.875,40
"237587",10401,"General Arts","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,317,337.425,160
"237596",10401,"Home Economics","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,312,328.333333333333,39
"237597",10401,"Visual Arts","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,314,330.775,40
"237605",10401,"General Science","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,324,341.175,40
"237611",10401,"Business","Dangme West (Dodowa)",5.78625059127808,0.512386500835419,335,352.3,40
"237953",60504,"General Arts","Jaman (Drobo)",7.68309593200684,-2.7593035697937,217,264.652173913043,46
"237964",60504,"Technical","Jaman (Drobo)",7.68309593200684,-2.7593035697937,219,253,13
"237974",60504,"Agriculture","Jaman (Drobo)",7.68309593200684,-2.7593035697937,215,268.115384615385,26
"238058",30503,"General Arts","Gomoa (Apam)",5.40456104278564,-0.723635494709015,226,251.57,100
"238063",30503,"Agriculture","Gomoa (Apam)",5.40456104278564,-0.723635494709015,203,236.6625,80
"238077",30503,"Technical","Gomoa (Apam)",5.40456104278564,-0.723635494709015,236,253.925,40
"238104",30503,"Home Economics","Gomoa (Apam)",5.40456104278564,-0.723635494709015,223,239.846153846154,39
"238413",90602,"Agriculture","Bongo",10.9241199493408,-0.787704288959503,281,290.822222222222,45
"238418",90602,"Technical","Bongo",10.9241199493408,-0.787704288959503,234,257,25
"238421",90602,"General Arts","Bongo",10.9241199493408,-0.787704288959503,272,283.984615384615,65
"238437",90602,"Home Economics","Bongo",10.9241199493408,-0.787704288959503,237,250.688888888889,45
"238594",60705,"Agriculture","Techiman",7.67761468887329,-1.94484198093414,214,243.285714285714,21
"238622",81001,"Business","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,208,234.666666666667,6
"238623",81001,"Agriculture","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,208,230.25,8
"238629",81001,"General Arts","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,202,231.967741935484,31
"238782",61204,"General Arts","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,221,240.689655172414,29
"238806",61204,"Agriculture","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,220,246.571428571429,7
"238834",20406,"General Arts","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,207,261.905555555556,180
"238838",20406,"Visual Arts","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,254,275.275,40
"238872",20406,"Home Economics","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,201,249.1,40
"239276",40401,"Business","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,222,257.911111111111,90
"239278",40401,"General Arts","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,241,268.444444444444,90
"239282",40401,"Home Economics","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,215,253.355555555556,45
"239290",40401,"Agriculture","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,223,251.6,45
"239295",40401,"General Science","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,210,259.977777777778,45
"239340",40401,"Visual Arts","Jomoro (Half Assini)",5.06950759887695,-2.80322027206421,215,249.866666666667,30
"239627",9071001,"Fashion Design","Hohoe",7.03059482574463,0.466238558292389,221,233,3
"239629",9071001,"Mech. Eng. Craft Pract.","Hohoe",7.03059482574463,0.466238558292389,216,230.833333333333,6
"239631",9071001,"Electrical Installation Works","Hohoe",7.03059482574463,0.466238558292389,282,282,1
"239632",9071001,"Motor Vehicle Mech.","Hohoe",7.03059482574463,0.466238558292389,211,226,5
"239633",9071001,"Accounting","Hohoe",7.03059482574463,0.466238558292389,223,237.142857142857,7
"239643",9071001,"Block Laying & Concreting","Hohoe",7.03059482574463,0.466238558292389,240,249.666666666667,3
"239648",30103,"General Science","Cape Coast Municipal",5.15365600585938,-1.3065938949585,417,429.628571428571,70
"239651",30103,"Business","Cape Coast Municipal",5.15365600585938,-1.3065938949585,412,428,40
"239652",30103,"General Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,411,424.042857142857,70
"239656",30103,"Visual Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,393,405.2,20
"239677",30103,"Home Economics","Cape Coast Municipal",5.15365600585938,-1.3065938949585,400,409.45,20
"239906",10104,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,245,283.363636363636,55
"239931",10104,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,264,285.854545454545,55
"239944",10104,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,273,298.327272727273,55
"239960",10104,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,302,320.127272727273,55
"240179",40901,"Home Economics","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,229,246.6,100
"240191",40901,"General Arts","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,251,274.93,100
"240192",40901,"Business","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,223,252.6,100
"240202",40901,"General Science","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,210,248.48,50
"240530",61203,"General Arts","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,228,257.854166666667,240
"240574",61203,"Home Economics","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,217,249.303797468354,79
"240646",61203,"Business","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,212,237.5,6
